OBJECT,FULLOBJECT,THEME,TITLE,ABSTRACT,METADATA URL
sf1_grp10_h46,sf1_grp10_h46,census,2010 Census SF1 table: Tenure - Occupied Housing Units for Block Groups,US Census 2010 SF1 data table for: Tenure - Occupied Housing Units subject area related to Block Gro ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_h46
sf1_grp10_p01,sf1_grp10_p01,census,2010 Census SF1 table: Total Population - Total Population for Block Groups,US Census 2010 SF1 data table for: Total Population - Total Population subject area related to Block ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p01
sf1_grp10_p02,sf1_grp10_p02,census,2010 Census SF1 table: Urban and Rural - Total Population for Block Groups,US Census 2010 SF1 data table for: Urban and Rural - Total Population subject area related to Block  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p02
sf1_grp10_p03,sf1_grp10_p03,census,2010 Census SF1 table: Race - Total Races Tallied for Block Groups,US Census 2010 SF1 data table for: Race - Total Races Tallied subject area related to Block Groups.  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p03
sf1_grp10_p04,sf1_grp10_p04,census,2010 Census SF1 table: Race - Population 18 Years and Over for Block Groups,US Census 2010 SF1 data table for: Race - Population 18 Years and Over subject area related to Block ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p04
sf1_grp10_p05,sf1_grp10_p05,census,2010 Census SF1 table: Households - Households for Block Groups,US Census 2010 SF1 data table for: Households - Households subject area related to Block Groups. Thi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p05
sf1_grp10_p06,sf1_grp10_p06,census,2010 Census SF1 table: Population Substituted - Total Population for Block Groups,US Census 2010 SF1 data table for: Population Substituted - Total Population subject area related to ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p06
sf1_grp10_p07,sf1_grp10_p07,census,2010 Census SF1 table: Sex - Total Population for Block Groups,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Block Groups. This ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p07
sf1_grp10_p08,sf1_grp10_p08,census,2010 Census SF1 table: Sex - Total Population for Block Groups,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Block Groups. This ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p08
sf1_grp10_p09,sf1_grp10_p09,census,2010 Census SF1 table: Household Type - Households for Block Groups,US Census 2010 SF1 data table for: Household Type - Households subject area related to Block Groups. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p09
sf1_grp10_p10,sf1_grp10_p10,census,2010 Census SF1 table: Relationship - Total Population for Block Groups,US Census 2010 SF1 data table for: Relationship - Total Population subject area related to Block Gro ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p10
sf1_grp10_p11,sf1_grp10_p11,census,2010 Census SF1 table: Household Type - Population Under 18 Years for Block Groups,US Census 2010 SF1 data table for: Household Type - Population Under 18 Years subject area related t ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p11
sf1_grp10_p12,sf1_grp10_p12,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Block Groups,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p12
sf1_grp10_p13,sf1_grp10_p13,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Block Groups,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p13
sf1_grp10_p14,sf1_grp10_p14,census,2010 Census SF1 table: Family Type - Families for Block Groups,US Census 2010 SF1 data table for: Family Type - Families subject area related to Block Groups. This ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_grp10_p14
sf1_place10_h42,sf1_place10_h42,census,2010 Census SF1 table: Housing Units - Housing Units for Places,US Census 2010 SF1 data table for: Housing Units - Housing Units subject area related to Places. Thi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_h42
sf1_place10_h44,sf1_place10_h44,census,2010 Census SF1 table: Vacancy Status - Vacant Housing Units for Places,US Census 2010 SF1 data table for: Vacancy Status - Vacant Housing Units subject area related to Pla ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_h44
sf1_place10_h47,sf1_place10_h47,census,2010 Census SF1 table: Presence and Age of Own Children - Occupied Housing Units for Places,US Census 2010 SF1 data table for: Presence and Age of Own Children - Occupied Housing Units subject ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_h47
sf1_place10_p01,sf1_place10_p01,census,2010 Census SF1 table: Total Population - Total Population for Places,US Census 2010 SF1 data table for: Total Population - Total Population subject area related to Place ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p01
sf1_place10_p02,sf1_place10_p02,census,2010 Census SF1 table: Urban and Rural - Total Population for Places,US Census 2010 SF1 data table for: Urban and Rural - Total Population subject area related to Places ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p02
sf1_place10_p03,sf1_place10_p03,census,2010 Census SF1 table: Race - Total Races Tallied for Places,US Census 2010 SF1 data table for: Race - Total Races Tallied subject area related to Places. This p ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p03
sf1_place10_p04,sf1_place10_p04,census,2010 Census SF1 table: Race - Population 18 Years and Over for Places,US Census 2010 SF1 data table for: Race - Population 18 Years and Over subject area related to Place ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p04
sf1_place10_p05,sf1_place10_p05,census,2010 Census SF1 table: Households - Households for Places,US Census 2010 SF1 data table for: Households - Households subject area related to Places. This phys ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p05
sf1_place10_p06,sf1_place10_p06,census,2010 Census SF1 table: Population Substituted - Total Population for Places,US Census 2010 SF1 data table for: Population Substituted - Total Population subject area related to ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p06
sf1_place10_p07,sf1_place10_p07,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p07
sf1_place10_p08,sf1_place10_p08,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p08
sf1_place10_p09,sf1_place10_p09,census,2010 Census SF1 table: Household Type - Households for Places,US Census 2010 SF1 data table for: Household Type - Households subject area related to Places. This  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p09
sf1_place10_p10,sf1_place10_p10,census,2010 Census SF1 table: Relationship - Total Population for Places,US Census 2010 SF1 data table for: Relationship - Total Population subject area related to Places. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p10
sf1_place10_p11,sf1_place10_p11,census,2010 Census SF1 table: Household Type - Population Under 18 Years for Places,US Census 2010 SF1 data table for: Household Type - Population Under 18 Years subject area related t ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p11
sf1_place10_p12,sf1_place10_p12,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Places,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p12
sf1_place10_p13,sf1_place10_p13,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Places,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p13
sf1_place10_p14,sf1_place10_p14,census,2010 Census SF1 table: Family Type - Families for Places,US Census 2010 SF1 data table for: Family Type - Families subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p14
sf1_place10_p17,sf1_place10_p17,census,2010 Census SF1 table: Age - Total Population for Places,US Census 2010 SF1 data table for: Age - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p17
sf1_place10_p20,sf1_place10_p20,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p20
sf1_place10_p21,sf1_place10_p21,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p21
sf1_place10_p22,sf1_place10_p22,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p22
sf1_place10_p23,sf1_place10_p23,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p23
sf1_place10_p24,sf1_place10_p24,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p24
sf1_place10_p25,sf1_place10_p25,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p25
sf1_place10_p26,sf1_place10_p26,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p26
sf1_place10_p27,sf1_place10_p27,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p27
sf1_place10_p28,sf1_place10_p28,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p28
sf1_place10_p29,sf1_place10_p29,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p29
sf1_place10_p30,sf1_place10_p30,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p30
sf1_place10_p31,sf1_place10_p31,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p31
sf1_place10_p32,sf1_place10_p32,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p32
sf1_place10_p33,sf1_place10_p33,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p33
sf1_place10_p34,sf1_place10_p34,census,2010 Census SF1 table: Sex - Total Population for Places,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Places. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p34
sf1_place10_p35,sf1_place10_p35,census,2010 Census SF1 table: Sex - Population in Households for Places,US Census 2010 SF1 data table for: Sex - Population in Households subject area related to Places. Th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p35
sf1_place10_p36,sf1_place10_p36,census,2010 Census SF1 table: Sex - Population in Households for Places,US Census 2010 SF1 data table for: Sex - Population in Households subject area related to Places. Th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p36
sf1_place10_p39,sf1_place10_p39,census,2010 Census SF1 table: Group Quarters Type - Population 18 Years and Over in Group Quarters for Places,US Census 2010 SF1 data table for: Group Quarters Type - Population 18 Years and Over in Group Quart ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_place10_p39
sf1_trt00_h_dat,sf1_trt00_h_dat,census,Census 2000 Tract level housing data,Selected Census 2000 Tract level data about housing from Summary File 1 (SF1). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt00_h_dat
sf1_trt00_p1_dat,sf1_trt00_p1_dat,census,Census 2000 Tract level people data set 1,Selected Census 2000 Tract level data about people from Summary File 1 (SF1). Set 1 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt00_p1_dat
sf1_trt00_p2_dat,sf1_trt00_p2_dat,census,Census 2000 Tract level people data set 2,Selected Census 2000 BTract level data about people from Summary File 1 (SF1). Set 2 ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt00_p2_dat
sf1_trt10_h42,sf1_trt10_h42,census,2010 Census SF1 table: Housing Units - Housing Units for Tracts,US Census 2010 SF1 data table for: Housing Units - Housing Units subject area related to Tracts. Thi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_h42
sf1_trt10_h43,sf1_trt10_h43,census,2010 Census SF1 table: Urban and Rural - Housing Units for Tracts,US Census 2010 SF1 data table for: Urban and Rural - Housing Units subject area related to Tracts. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_h43
sf1_trt10_h44,sf1_trt10_h44,census,2010 Census SF1 table: Vacancy Status - Vacant Housing Units for Tracts,US Census 2010 SF1 data table for: Vacancy Status - Vacant Housing Units subject area related to Tra ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_h44
sf1_trt10_h46,sf1_trt10_h46,census,2010 Census SF1 table: Tenure - Occupied Housing Units for Tracts,US Census 2010 SF1 data table for: Tenure - Occupied Housing Units subject area related to Tracts. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_h46
sf1_trt10_h47,sf1_trt10_h47,census,2010 Census SF1 table: Presence and Age of Own Children - Occupied Housing Units for Tracts,US Census 2010 SF1 data table for: Presence and Age of Own Children - Occupied Housing Units subject ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_h47
sf1_trt10_p01,sf1_trt10_p01,census,2010 Census SF1 table: Total Population - Total Population for Tracts,US Census 2010 SF1 data table for: Total Population - Total Population subject area related to Tract ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p01
sf1_trt10_p02,sf1_trt10_p02,census,2010 Census SF1 table: Urban and Rural - Total Population for Tracts,US Census 2010 SF1 data table for: Urban and Rural - Total Population subject area related to Tracts ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p02
sf1_trt10_p03,sf1_trt10_p03,census,2010 Census SF1 table: Race - Total Races Tallied for Tracts,US Census 2010 SF1 data table for: Race - Total Races Tallied subject area related to Tracts. This p ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p03
sf1_trt10_p04,sf1_trt10_p04,census,2010 Census SF1 table: Race - Population 18 Years and Over for Tracts,US Census 2010 SF1 data table for: Race - Population 18 Years and Over subject area related to Tract ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p04
sf1_trt10_p05,sf1_trt10_p05,census,2010 Census SF1 table: Households - Households for Tracts,US Census 2010 SF1 data table for: Households - Households subject area related to Tracts. This phys ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p05
sf1_trt10_p06,sf1_trt10_p06,census,2010 Census SF1 table: Population Substituted - Total Population for Tracts,US Census 2010 SF1 data table for: Population Substituted - Total Population subject area related to ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p06
sf1_trt10_p07,sf1_trt10_p07,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p07
sf1_trt10_p08,sf1_trt10_p08,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p08
sf1_trt10_p09,sf1_trt10_p09,census,2010 Census SF1 table: Household Type - Households for Tracts,US Census 2010 SF1 data table for: Household Type - Households subject area related to Tracts. This  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p09
sf1_trt10_p10,sf1_trt10_p10,census,2010 Census SF1 table: Relationship - Total Population for Tracts,US Census 2010 SF1 data table for: Relationship - Total Population subject area related to Tracts. T ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p10
sf1_trt10_p11,sf1_trt10_p11,census,2010 Census SF1 table: Household Type - Population Under 18 Years for Tracts,US Census 2010 SF1 data table for: Household Type - Population Under 18 Years subject area related t ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p11
sf1_trt10_p12,sf1_trt10_p12,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Tracts,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p12
sf1_trt10_p13,sf1_trt10_p13,census,2010 Census SF1 table: Presence and Age of Own Children - Families for Tracts,US Census 2010 SF1 data table for: Presence and Age of Own Children - Families subject area related  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p13
sf1_trt10_p14,sf1_trt10_p14,census,2010 Census SF1 table: Family Type - Families for Tracts,US Census 2010 SF1 data table for: Family Type - Families subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p14
sf1_trt10_p17,sf1_trt10_p17,census,2010 Census SF1 table: Age - Total Population for Tracts,US Census 2010 SF1 data table for: Age - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p17
sf1_trt10_p20,sf1_trt10_p20,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p20
sf1_trt10_p21,sf1_trt10_p21,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p21
sf1_trt10_p22,sf1_trt10_p22,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p22
sf1_trt10_p23,sf1_trt10_p23,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p23
sf1_trt10_p24,sf1_trt10_p24,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p24
sf1_trt10_p25,sf1_trt10_p25,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p25
sf1_trt10_p26,sf1_trt10_p26,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p26
sf1_trt10_p27,sf1_trt10_p27,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p27
sf1_trt10_p28,sf1_trt10_p28,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p28
sf1_trt10_p29,sf1_trt10_p29,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p29
sf1_trt10_p30,sf1_trt10_p30,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p30
sf1_trt10_p31,sf1_trt10_p31,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p31
sf1_trt10_p32,sf1_trt10_p32,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p32
sf1_trt10_p33,sf1_trt10_p33,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p33
sf1_trt10_p34,sf1_trt10_p34,census,2010 Census SF1 table: Sex - Total Population for Tracts,US Census 2010 SF1 data table for: Sex - Total Population subject area related to Tracts. This physi ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p34
sf1_trt10_p35,sf1_trt10_p35,census,2010 Census SF1 table: Sex - Population in Households for Tracts,US Census 2010 SF1 data table for: Sex - Population in Households subject area related to Tracts. Th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p35
sf1_trt10_p36,sf1_trt10_p36,census,2010 Census SF1 table: Sex - Population in Households for Tracts,US Census 2010 SF1 data table for: Sex - Population in Households subject area related to Tracts. Th ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p36
sf1_trt10_p39,sf1_trt10_p39,census,2010 Census SF1 table: Group Quarters Type - Population 18 Years and Over in Group Quarters for Tracts,US Census 2010 SF1 data table for: Group Quarters Type - Population 18 Years and Over in Group Quart ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf1_trt10_p39
sf3_fieldlib_dat,sf3_fieldlib_dat,census,Census 2000 Field Library for SF 3 data,Selected Census 2000 Attribute Fields from Summary File 3 (SF3). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf3_fieldlib_dat
sf3_grp00_h_dat,sf3_grp00_h_dat,census,Census 2000 Block Group level housing data,Selected Census 2000 Block Group level data about people from Summary File 3 (SF3). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf3_grp00_h_dat
sf3_grp00_p_dat,sf3_grp00_p_dat,census,Census 2000 Block Group level people data,Selected Census 2000 Block Group level data about people from Summary File 3 (SF3). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf3_grp00_p_dat
sf3_trt00_h_dat,sf3_trt00_h_dat,census,Census 2000 Tract level housing data,Selected Census 2000 Tract level data about housing from Summary File 3 (SF3). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf3_trt00_h_dat
sf3_trt00_p_dat,sf3_trt00_p_dat,census,Census 2000 Tract level people data,Selected Census 2000 Tract level data about people from Summary File 3 (SF3). ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sf3_trt00_p_dat
shoreline_condition,shoreline_condition_line,enviro,Marine Shoreline Environmental Conditions,Environmental conditons of marine shorelines. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=shoreline_condition
shorelinemmp,shorelinemmp_area,planning,Shoreline Management Master Program,K.C. Shoreline Management Master Program. Related to SAO wetlands and FEMA floodpln (has boolean att ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=shorelinemmp
sign,sign_point,transportation,Traffic Signs,Traffic signs are placed to provide roadway users information. They include things such as stop; yie ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=sign
signal,signal_point,transportation,Traffic Signals,Traffic signals are used to assign vehicular and pedestrian right-of-way. This dataset does not incl ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=signal
slide,slide_area,enviro,Landslide Hazard Areas,Areas subject to severe landslide risk identified in the Sensitive Areas Ordinance as: A. Any area w ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=slide
snoq_oblique,snoq_oblique_point,hydro,Snoqulamie River Oblique Photos,Oblique photos taken along the Snoqualmie River in 2001. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=snoq_oblique
ssaquif,ssaquif_area,hydro,Sole Source Acquifer,Areas that have underlying aquifers with only one source. ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=ssaquif
st_address,st_address_line,transportation,Street Address,KC streets derived from the cadastral database where lines represent the mid-point of the parcel rig ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=st_address
stops_inline_all,stops_inline_all_point,transportation,Metro Stop Inline Current in King County ,On-street location where transit vehicles stop inline to pick-up and discharge passengers. It has a  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=stops_inline_all
stops_offset_all,stops_offset_all_point,transportation,Metro Stops Offset All in King County,On-street location where transit vehicles stop offset to pick-up and discharge passengers. It has a  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=stops_offset_all
storm_fac,storm_fac_point,utility,Residential and Commercial Stormwater Facilities,STORM_FAC shows the locations of residential and commercial stormwater facilities for the control of ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=storm_fac
stormreg,stormreg_point,utility,Regional Stormwater Facilities,STORMREG shows the locations of regional stormwater facilities for the control of stormwater or for  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=stormreg
street_direction_zones,street_direction_zones_area,transportation,Street Directional Zones - County and City-Specific ,Polygons defining the directional prefix and suffix combinations according to the county address gri ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=street_direction_zones
striping,striping_line,transportation,Roadway Striping (Pavement Marking line),Roadway striping such as centerlines; and lanes from paints and thermoplastics. It can also include  ...,http://www5.kingcounty.gov/sdc/Metadata.aspx?Layer=striping
